Timestamp,Dst,Kp,Longitude,Radius,F_res_IGRF,Spacecraft,Latitude,F_res_CHAOS,B_NEC_res_IGRF_N,B_NEC_res_IGRF_E,B_NEC_res_IGRF_C,B_NEC_res_CHAOS_N,B_NEC_res_CHAOS_E,B_NEC_res_CHAOS_C
2023-04-26 11:24:00,-31.500359971215033,2.333,90.2372771,6834215.01,-25.481684229249367,A,48.1920279,0.08703442190744681,-28.032051859121566,26.130178956367217,-17.525546983233653,-12.907862688763998,18.475498394544843,4.110605729438248
2023-04-26 11:25:00,-31.417033304181025,2.333,90.4193877,6833594.5600000005,-13.884553352327202,A,52.0240462,2.857372658683744,-25.75320298130646,21.950689158744467,-7.32436500316544,-13.980697225390031,18.734899555610923,6.500086294785433
2023-04-26 11:26:00,-31.33370663692876,2.333,90.6828146,6833014.05,-2.4740480551990913,A,55.8545047,6.571601171592192,-25.712117278486403,20.408894624018785,3.2178063685278175,-16.725527512820918,22.445768263672107,10.148860219342168
2023-04-26 11:27:00,-31.250379969676494,2.333,91.05893069999999,6832478.87,10.190811322776426,A,59.6826412,10.838049827711075,-21.95868345240342,22.83173668631275,13.987889333562634,-20.09595979331243,26.776580020448137,14.18605083804141
2023-04-26 11:28:00,-31.16705330242423,2.333,91.5970597,6831994.01,27.982002290547825,A,63.5072756,14.70000091536349,-26.13948458044979,30.356729814742494,31.6177169939765,-28.51894076735698,32.81948310722191,18.511081745098636
2023-04-26 11:29:00,-31.083726635390224,2.333,92.3794935,6831563.98,35.214782270813885,A,67.3264567,11.913099660108855,-51.27455304196883,80.22499522459282,40.31703694333555,-55.22809440251149,81.11046414443092,17.322485756834794
2023-04-26 11:30:00,-31.00039996813796,2.333,93.5544741,6831192.83,13.467794284646516,A,71.1366855,-21.55297866697947,-71.9744041693748,151.8039004188928,17.45888323475083,-72.96723815836322,151.8648008680383,-17.6511566292902
2023-04-26 11:31:00,-30.88387475340585,2.333,95.4181156,6830884.08,-35.37916253107687,A,74.9309725,-69.68913471782434,-102.3616077966667,124.58103491139934,-30.819330784746853,-98.81079870066924,126.80853282101748,-65.52756790254352
2023-04-26 11:32:00,-30.767189417007735,2.333,98.65559859999999,6830640.7,-29.6338786099368,A,78.6930421,-66.55996656923526,8.70045348035228,-116.74903368968148,-29.47529830408166,12.385702642338401,-114.0862501670947,-66.67367962885328
2023-04-26 11:33:00,-30.65050408060962,2.333,105.25172599999999,6830464.96,-19.481376911877305,A,82.3748076,-52.9994614678144,54.72092227976623,-154.36668687941432,-20.312827430985635,59.32103298725906,-157.00672034650614,-53.950615509820636
2023-04-26 11:34:00,-30.533818744517145,2.333,123.4372719,6830358.44,-7.651415130276291,A,85.76123249999999,-42.09601904523879,87.5629957994189,-98.49044365316519,-8.729799255575927,89.25887201925809,-108.54872057219427,-43.107302853415604
2023-04-26 11:35:00,-30.417133408119028,2.333,-174.0613372,6830322.100000001,15.050748400761222,A,87.2944893,-32.050159267491836,128.78779096649592,15.98334525456643,13.843133733775176,142.31206198458426,7.032832243373036,-33.295285247979336
2023-04-26 11:36:00,-30.300448071720915,2.333,-126.8781157,6830356.21,35.85510676509148,A,84.8811972,-21.77529765644431,60.18814673721852,85.79181369291676,34.37872422050714,64.24470591218869,90.72111977272773,-23.304808174034406
2023-04-26 11:37:00,-30.1837627353228,2.333,-113.7453961,6830460.38,31.722181895114772,A,81.36207089999999,-12.046205273400119,40.47736602917894,82.94447006797016,29.718178483410156,35.92458124469704,87.50364543899909,-13.916512440002407
2023-04-26 11:38:00,-30.067077399230325,2.333,-108.4559699,6830633.59,31.25896759617899,A,77.6487509,-1.617264928187069,23.808636838560233,84.36566269916864,29.17621913991752,30.461230866173082,83.56864074372382,-4.071854533627629
2023-04-26 11:39:00,-29.95039206283221,2.333,-105.7142327,6830874.21,46.81017941593018,A,73.8749196,11.907618740289763,16.291927174598186,75.8787685682214,44.62835886252287,34.6396168560359,73.4341618245665,8.370151950883155
2023-04-26 11:40:00,-29.833706726434094,2.333,-104.0873233,6831179.99,73.65221234336786,A,70.0750205,31.466161579657637,10.190955858161033,72.06204655278611,71.65576491705724,32.60377418138523,70.32298339420885,27.206346741011657
2023-04-26 11:41:00,-29.71702139003598,2.333,-103.0428661,6831548.01,104.9708623511251,A,66.2616669,58.80897659702896,18.162548477174823,24.404777149801703,102.53393105881696,40.30564604777737,20.56401127939182,53.40061011711805
2023-04-26 11:42:00,-29.600336053943504,2.333,-102.339736,6831974.7700000005,125.42889420069696,A,62.4405473,76.93212121451506,41.50304342979689,-48.1885483400888,120.52967020205688,60.935326551977596,-52.45420906835591,68.56405244785128
2023-04-26 11:43:00,-29.48365071754539,2.333,-101.85325999999999,6832456.09,93.0028573524396,A,58.6146062,48.38178350815724,27.282150343853573,-174.39531330172815,91.77787919235561,44.29718819512527,-179.49945546871322,43.248567362476024
2023-04-26 11:44:00,-29.366965381147278,2.333,-101.5125784,6832987.25,41.67111036503047,A,54.7855269,5.765370563764009,13.076040392497816,-78.30857243412629,40.83786307867558,29.658943043123145,-84.45537299537739,0.34035557804600103
2023-04-26 11:45:00,-29.25028004474916,2.333,-101.27444659999999,6833562.99,29.086189094210567,A,50.954347999999996,-1.08952065873018,-2.1693765494783293,-25.787095580342793,30.88904226556042,15.541546510379703,-34.40903362691802,-5.010984316126269
2023-04-26 11:46:00,-29.133594708656688,2.333,-101.1109626,6834177.75,18.85601385632617,A,47.1217518,-0.08505154288286576,-11.836088839469085,-5.6245410513759,23.29307574313134,9.872247289056759,-17.64515688960705,-3.2329578087010304
2023-04-26 11:47:00,-29.01690937225857,2.333,-101.0032942,6834825.76,10.741992542287335,A,43.288209599999995,1.2447837669824366,-23.487252545131923,9.59594681799399,19.500017852558813,6.990861723470516,-6.5070629366402954,-1.5263998365117004
2023-04-26 11:48:00,-28.900224035860457,2.333,-100.938245,6835501.21,9.890932965703541,A,39.4540623,2.671168304666935,-36.859543569313246,20.83341229170628,25.561247067758814,4.012111360714698,0.5221755492473221,0.7391331139660906
2023-04-26 11:49:00,-28.783538699462344,2.333,-100.9062648,6836198.21,15.304136187303811,A,35.6195649,3.580082212742127,-38.372945419338066,23.690951143467146,34.803245278999384,2.481516506180924,-0.0433134869465448,2.2888203833572334
2023-04-26 11:50:00,-28.666853363369867,2.333,-100.90024249999999,6836910.9,11.355360087400186,A,31.784915199999997,3.990218640101375,-38.18494037195342,24.589588013083585,33.41783611654682,1.1251056652108673,0.23109066651841204,3.4748808555377764
2023-04-26 11:51:00,-28.550168026971754,2.333,-100.9147445,6837633.350000001,-0.9856286382564576,A,27.9502711,4.128405226307223,-44.27940031091566,26.79388926630918,26.330866256019362,0.0616723444290983,-0.01680693505045383,4.524390498128923
2023-04-26 11:52:00,-28.433482690573637,2.333,-100.9455155,6838359.7700000005,-10.681868631574616,A,24.1157625,4.116045025242784,-55.060154056460306,29.494453316339104,26.63363984589523,-0.8967486999281391,0.4988681733859721,5.524105251628498
